Body name,Body,"Request ref","Request summary","Receipt date","Complete date","Derived working days","Outcome","Service area"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102518","Various questions on social work posts.",04/06/2010 00:00:00,28/06/2010 00:00:00,16,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102548","Information about consultants",04/06/2010 00:00:00,07/09/2010 00:00:00,66,"Closed - no response re clarification","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102521","Copies of Hygiene Improvement Notices/Hygiene Emergency Prohibition Notices/complaints about establishments",04/06/2010 00:00:00,07/07/2010 00:00:00,23,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102519","Structure charts for Legal/HR and Finance.",04/06/2010 00:00:00,02/07/2010 00:00:00,20,"Information Provided","Strategic Services (Customer Service & Performance)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102514","Various questions on on-line council tax benefit system",04/06/2010 00:00:00,01/07/2010 00:00:00,19,"Partial Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102516","Name of person responsible for as Returning Officer plus amont paid.",04/06/2010 00:00:00,05/07/2010 00:00:00,21,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102520","Recorded allegations of sexual abuse by ?RC Priests/how many Priests/type of allegation/proved or otherwise",04/06/2010 00:00:00,16/06/2010 00:00:00,8,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102517","How many incidents where refuse collectors were assaulted by members of the public/date lost through injuries.",04/06/2010 00:00:00,17/06/2010 00:00:00,9,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102522","Questions on Health Impact Assessments submitted as support for planning applications",06/06/2010 00:00:00,08/06/2010 00:00:00,1,"Information not held","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102530","Could you suppy the names; date of birth; dates of death; last known addresses; estimated size of estates and the date this information was passed to the Treasury  Solicitor.   The request is looking at the last six months only.",07/06/2010 00:00:00,09/06/2010 00:00:00,2,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102524","Information regarding trees removed and planted.",08/06/2010 00:00:00,17/06/2010 00:00:00,7,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102527","Information about refugees housed by the council.",08/06/2010 00:00:00,18/06/2010 00:00:00,8,"Information not held","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102528","Information about pension fund",08/06/2010 00:00:00,21/06/2010 00:00:00,9,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102523","Requires copies of the highway inspection records together with all opening/closing notices, defect notices and records of complaints for 2 years for Miss Z Ford v British Telecommunications plc",08/06/2010 00:00:00,30/06/2010 00:00:00,16,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102529","Information on ICT services",09/06/2010 00:00:00,29/06/2010 00:00:00,14,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102526","Information on weapons found in possession of students.",09/06/2010 00:00:00,28/06/2010 00:00:00,13,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102531","information regarding work permits for children under the age of 16",09/06/2010 00:00:00,23/06/2010 00:00:00,10,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102525","which properties within the boundaries ofthe London Borough of Redbridge have been granted planning permission for a loft conversion with a donrter facing the public highway from 1 st January 2000 to 31 st May 2010.",09/06/2010 00:00:00,11/06/2010 00:00:00,2,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102532","Please release the statutory register of members' interests in full for each of the last three years (calendar or financial). Each annual list should contain the names of all councillors with entries for each of them on gifts, hospitality, outside interests, other paid employment etc",10/06/2010 00:00:00,11/06/2010 00:00:00,1,"Information already available elsewhere","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102536","please tell me whether, since 1st January 2005, you have introduced new wording on any "welcome" road signs which greet people as they enter your council area.  If so, please could you provide me with the wording on the new signs, as well as the wording it replaced.  If the signs have changed since !st January 2005, please advise how much it cost to remove the old signs and install new ones.  If you are able to supply this information without treating this as a Freedom of Information response, please feel free to do so.",11/06/2010 00:00:00,06/07/2010 00:00:00,17,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102533","ntroduction of yellow lines in Swindon Close IG3 8BQ . Also can you please confirm the date when Redbridge Council adopted Swindon Close from Redbridge Housing.",11/06/2010 00:00:00,06/07/2010 00:00:00,17,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102535","An explanation of the permitted customer parking immediately outside the 11 unit shopping parade of which we are part, especially on the square paving stones which are owned and maintained by LBR.",11/06/2010 00:00:00,28/06/2010 00:00:00,11,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102534","process of deciding where to locate CCTV cameras for parking enforcement and for parking enforcement and moving traffic contraventions.",11/06/2010 00:00:00,25/06/2010 00:00:00,10,"Information not held","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102612","Time and place of the next public meeting. Also the amount of allegations or rape, the amount that were charge and then the conviction please. And information on the 'rape crisis centre' (has it been put to tender yet?)",14/06/2010 00:00:00,08/07/2010 00:00:00,18,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102542","1. Please provide the total value of redundancy payments for staff in each of the last three financial years, 2007/8. 2008/9, 2009/10.  2. Please state, for each of these financial years, how many redundancies this total relates to. For example �1m for two redundancies in 2008/09.  3. Please detail the number of redundancy payments over �100,000, in �50,000 brackets. For example:  �150,000-�200,000 - 5 people �200,000-�250,000 - 6 people �300,000-�350,000 - 2 people �350,000-�400,000 - 3 people etc",15/06/2010 00:00:00,08/07/2010 00:00:00,17,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102537","Information regarding individual and address in Redbridge regarding housing",15/06/2010 00:00:00,07/07/2010 00:00:00,16,"Information Provided","Housing (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102538","details associated with you recruitment process and the advertising undertaken.",15/06/2010 00:00:00,18/06/2010 00:00:00,3,"Withdrawn","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102540","whether you have renamed any streets, roads, avenues etc in your council area since 1st January 2000?  If so, could you please tell me the old name, the new one, and the reason it was changed.",15/06/2010 00:00:00,14/07/2010 00:00:00,21,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102541","Any correspondence between the council and Olympic Delivery Authority on the Olympic Route Network",15/06/2010 00:00:00,13/07/2010 00:00:00,20,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102539","Information re EDRM systems",15/06/2010 00:00:00,12/07/2010 00:00:00,19,"Information Provided","Information & Communication Technology (Finance and Resources)"
